Marion Island,PB1,PB1_1A,ACE_ITRAX_16340,27.8,27.8,27.8,0.05,419.96,1639.19,922.56,953.72,0.0273,6.93,1,TRUE,22310,53903,1.33,0,10,7,0,24,17,8,112,136,0,11,28,1908,45,212,102,0,0,98,1460,42,358,0,920,0,11,0,0,85,68,0,41406,6114,11,47520,6.77232581,0.147659759,3.66,2.54,69.26
Marion Island,PB1,PB1_1A,ACE_ITRAX_16341,27.9,27.9,27.9,0.05,422.37,1642.43,925.99,957.39,0.0272,6.92,1,TRUE,22069,52776,1.3,0,34,0,35,0,9,31,152,134,0,39,46,1225,50,249,163,0,0,55,1296,0,90,0,1054,0,0,0,0,37,0,0,41297,5900,98,47197,6.999491525,0.142867521,3.67,2.83,76.98
Marion Island,PB1,PB1_1A,ACE_ITRAX_16342,28,28,28,0.05,426.81,1645.65,928.71,961.05,0.0273,6.93,1,TRUE,21518,53880,1.51,0,0,0,0,9,0,18,184,252,13,9,91,4020,74,214,128,0,0,38,1253,53,220,0,968,0,0,0,0,15,0,0,39887,5764,53,45651,6.920020819,0.144508236,3.66,3.83,104.64
Marion Island,PB1,PB1_1A,ACE_ITRAX_16343,28.1,28.1,28.1,0.05,429.36,1653.33,932.02,964.72,0.0272,6.93,1,TRUE,22339,57359,1.33,6,27,0,19,0,8,6,254,264,0,29,52,5836,72,162,135,0,0,103,1267,140,339,0,1032,0,0,0,0,137,121,40,40594,6082,0,46676,6.674449194,0.149825097,3.67,5.11,139.37
Marion Island,PB1,PB1_1A,ACE_ITRAX_16344,28.2,28.2,28.2,0.05,432,1659.16,937.03,968.38,0.0273,6.92,1,TRUE,22586,54803,1.29,5,19,24,0,16,13,0,124,166,6,0,43,2433,0,244,94,0,0,0,1298,0,175,0,846,0,0,0,0,22,30,0,42254,6249,140,48503,6.761721876,0.147891324,3.66,4.24,115.71
Marion Island,PB1,PB1_1A,ACE_ITRAX_16345,28.3,28.3,28.3,0.05,437.87,1662.3,940.93,972.05,0.0272,6.92,1,TRUE,22465,55098,1.19,0,21,22,11,29,17,22,148,218,0,13,23,2668,61,282,45,0,0,0,1373,0,61,0,942,0,12,0,0,194,83,0,41884,6160,0,48044,6.799350649,0.147072868,3.67,4.5,122.75
Marion Island,PB1,PB1_1A,ACE_ITRAX_16346,28.4,28.4,28.4,0.05,440.48,1671.1,945.59,975.71,0.0273,6.93,1,TRUE,22552,55594,1.27,0,0,0,5,17,12,11,125,124,20,4,36,2982,81,157,114,0,0,0,1461,0,103,0,972,0,0,0,5,108,193,57,42068,6256,0,48324,6.724424552,0.14871161,3.66,5.7,155.87
Marion Island,PB1,PB1_1A,ACE_ITRAX_16347,28.5,28.5,28.5,0.05,441.31,1677.37,949.02,979.37,0.0273,6.93,1,TRUE,22448,55659,1.28,11,13,0,0,4,18,0,108,119,0,22,21,3354,60,229,120,4,0,72,1487,0,184,0,887,0,0,0,0,0,111,0,41777,6349,31,48126,6.580091353,0.151973574,3.66,3.55,96.99
Marion Island,PB1,PB1_1A,ACE_ITRAX_16348,28.6,28.6,28.6,0.05,444.01,1684.39,953.05,983.04,0.0272,6.92,1,TRUE,22474,54300,1.35,24,28,32,11,25,18,26,143,150,33,37,12,2191,57,260,99,0,0,61,1322,0,67,0,1127,0,0,0,0,30,31,0,41731,5936,11,47667,7.030154987,0.142244375,3.67,4.86,132.43
Marion Island,PB1,PB1_1A,ACE_ITRAX_16349,28.7,28.7,28.7,0.05,445.69,1688.67,956.69,986.7,0.0273,6.92,1,TRUE,22497,54401,1.36,0,0,9,9,19,0,7,130,185,0,20,27,1483,0,271,109,0,0,118,1370,64,106,0,979,16,0,0,0,91,39,0,42082,6493,109,48575,6.481133528,0.154293997,3.66,2.98,81.42
Marion Island,PB1,PB1_1A,ACE_ITRAX_16350,28.8,28.8,28.8,0.05,447.37,1691.03,960.87,990.37,0.0272,6.92,1,TRUE,22755,55005,1.25,20,58,0,7,7,0,18,139,133,0,0,26,2198,88,250,120,0,0,99,1315,69,280,0,892,0,0,0,0,0,0,0,42303,6105,110,48408,6.929238329,0.144316006,3.67,2.02,55.04
Marion Island,PB1,PB1_1A,ACE_ITRAX_16351,28.9,28.9,28.9,0.05,448.51,1692.13,965.17,994.03,0.0273,6.91,1,TRUE,23081,56226,1.25,0,0,5,13,22,9,0,152,152,7,27,24,3156,0,208,75,0,0,14,1252,0,59,0,964,0,0,0,0,114,70,0,42779,6283,35,49062,6.808690116,0.146871128,3.66,1.12,30.6
Marion Island,PB1,PB1_1A,ACE_ITRAX_16352,29,29,29,0.05,450,1698.04,968.47,997.7,0.0272,6.91,1,TRUE,22840,56360,1.32,0,0,0,10,0,0,15,112,94,12,25,32,2929,0,257,102,0,0,121,1034,83,264,53,1048,0,0,0,0,129,0,67,42885,6310,117,49195,6.796354992,0.147137694,3.67,3.7,100.82
Marion Island,PB1,PB1_1A,ACE_ITRAX_16353,29.1,29.1,29.1,0.05,451.49,1703.69,971.15,1001.36,0.0273,6.9,1,TRUE,22597,53715,1.29,0,17,0,31,16,22,16,89,134,18,0,24,1859,43,232,102,0,51,0,973,0,153,0,760,0,0,0,0,0,55,0,42108,6274,130,48382,6.71150781,0.148997815,3.66,3.57,97.54
Marion Island,PB1,PB1_1A,ACE_ITRAX_16354,29.2,29.2,29.2,0.05,453.01,1712.84,975.26,1005.02,0.0273,6.9,1,TRUE,22571,54830,1.3,0,17,0,0,0,0,0,115,92,0,9,30,2701,139,200,92,0,0,63,1076,10,313,6,798,0,0,0,0,132,65,42,41833,6282,110,48115,6.659184973,0.150168527,3.66,5.33,145.77
Marion Island,PB1,PB1_1A,ACE_ITRAX_16355,29.3,29.3,29.3,0.05,454.51,1715.97,977.99,1008.69,0.0272,6.89,1,TRUE,22684,54496,1.26,0,33,0,7,20,30,12,154,180,9,7,51,2524,0,201,72,0,0,43,1146,45,209,0,939,0,0,0,0,0,28,19,41943,6057,116,48000,6.924715206,0.144410271,3.67,2.32,63.08
Marion Island,PB1,PB1_1A,ACE_ITRAX_16356,29.4,29.4,29.4,0.05,458.6,1726.55,980.2,1012.35,0.0273,6.89,1,TRUE,22593,54121,1.43,6,33,0,40,21,7,0,128,132,0,14,28,1927,127,178,178,0,0,0,1118,120,289,0,853,0,0,0,0,84,66,0,41723,6068,89,47791,6.875906394,0.145435371,3.66,7.33,200.41
Marion Island,PB1,PB1_1A,ACE_ITRAX_16357,29.5,29.5,29.5,0.05,462.7,1731.01,984.73,1016.02,0.0272,6.89,1,TRUE,22538,54885,1.2,10,9,0,21,10,22,17,101,82,0,0,17,1848,14,227,147,0,0,138,1214,153,122,0,981,5,0,0,5,149,21,0,42412,6375,53,48787,6.652862745,0.150311233,3.67,4.28,116.62
Marion Island,PB1,PB1_1A,ACE_ITRAX_16358,29.6,29.6,29.6,0.05,464.96,1739.73,988.01,1019.68,0.0273,6.9,1,TRUE,22530,55017,1.28,25,26,0,5,13,8,11,153,95,5,9,16,2609,107,174,84,0,120,105,1264,0,101,0,987,0,0,0,0,0,0,0,41814,6444,118,48258,6.488826816,0.154111063,3.66,5.49,150
Marion Island,PB1,PB1_1A,ACE_ITRAX_16359,29.7,29.7,29.7,0.05,466.12,1749.11,992.31,1023.34,0.0273,6.9,1,TRUE,22765,55542,1.46,11,32,8,21,28,27,8,173,181,10,18,31,3552,42,230,97,0,0,11,1169,0,19,0,804,0,0,0,0,66,0,0,41961,6245,56,48206,6.719135308,0.148828674,3.66,5.27,143.99
Marion Island,PB1,PB1_1A,ACE_ITRAX_16360,29.8,29.8,29.8,0.05,467.27,1751.54,994.98,1027.01,0.0272,6.9,1,TRUE,22863,56117,1.36,0,0,26,0,14,6,8,127,131,4,18,25,3048,99,210,68,0,0,108,1113,0,116,0,996,0,0,0,0,104,151,0,42452,6443,0,48895,6.588856123,0.151771412,3.67,1.79,48.77
Marion Island,PB1,PB1_1A,ACE_ITRAX_16361,29.9,29.9,29.9,0.05,468.45,1754.03,998.18,1030.67,0.0273,6.91,1,TRUE,22633,54968,1.25,0,31,0,0,17,15,0,131,82,0,13,53,1312,26,230,168,0,0,64,979,0,324,0,971,0,0,0,18,118,155,0,42992,6494,0,49486,6.62026486,0.151051358,3.66,1.84,50.14
Marion Island,PB1,PB1_1A,ACE_ITRAX_16362,30,30,30,0.05,471.99,1758.68,1001.97,1034.34,0.0272,6.91,1,TRUE,21991,54244,1.15,0,0,13,9,7,20,6,88,99,14,0,19,2192,0,253,131,0,0,36,1231,0,240,0,1171,0,0,0,0,102,64,0,41754,6048,0,47802,6.903769841,0.144848398,3.67,4.1,111.58
Marion Island,PB1,PB1_1A,ACE_ITRAX_16363,30.1,30.1,30.1,0.05,474.94,1762.85,1005.05,1038.24,0.0256,6.92,1,TRUE,21891,52872,1.23,31,36,31,11,0,7,0,126,81,5,18,4,1188,0,211,67,0,0,81,1207,0,0,5,1012,0,0,0,0,120,26,0,41650,6135,106,47785,6.788916055,0.14729892,3.9,3.56,91.28
Marion Island,PB1,PB1_1A,ACE_ITRAX_16364,30.2,30.2,30.2,0.05,481.55,1764,1008.63,1042.14,0.0256,6.92,1,TRUE,22278,53810,1.27,23,25,11,16,0,22,0,98,95,0,8,34,1045,25,173,113,0,0,0,940,57,117,17,1080,0,0,0,0,225,269,42,42329,6101,0,48430,6.938042944,0.144132864,3.9,3.88,99.49
Marion Island,PB1,PB1_1A,ACE_ITRAX_16365,30.3,30.3,30.3,0.05,486.1,1765.7,1012.46,1046.04,0.0256,6.91,1,TRUE,22483,53809,1.33,0,0,0,10,18,18,14,180,126,8,17,26,1170,17,186,152,0,0,0,1186,0,156,0,890,9,16,0,0,52,0,0,42664,6155,22,48819,6.931600325,0.144266829,3.9,3.13,80.13
Marion Island,PB1,PB1_1A,ACE_ITRAX_16366,30.4,30.4,30.4,0.05,489.01,1770.85,1015.61,1049.95,0.0256,6.92,1,TRUE,22954,56507,1.33,37,36,28,0,33,15,12,152,107,0,12,15,1271,35,235,150,0,0,57,1112,165,251,0,1017,0,0,0,8,50,37,0,44174,6757,182,50931,6.537516649,0.152963282,3.91,4.03,103.07
Marion Island,PB1,PB1_1A,ACE_ITRAX_16367,30.5,30.5,30.5,0.05,492.48,1773.34,1019.67,1053.85,0.0256,6.92,1,TRUE,23614,56007,1.3,0,24,21,9,33,6,17,173,144,25,13,38,1653,0,218,134,0,0,78,1147,0,161,0,944,0,0,0,0,0,0,0,43861,6546,62,50407,6.700427742,0.149244203,3.9,2.98,76.41
Marion Island,PB1,PB1_1A,ACE_ITRAX_16368,30.6,30.6,30.6,0.05,497.63,1777.37,1024.39,1057.75,0.0256,6.92,1,TRUE,23702,56221,1.24,0,0,0,0,6,11,4,97,144,5,8,19,1261,54,159,124,0,0,165,1028,60,225,0,929,0,0,0,0,108,61,0,44153,6713,0,50866,6.577238195,0.152039499,3.9,4.59,117.69
Marion Island,PB1,PB1_1A,ACE_ITRAX_16369,30.7,30.7,30.7,0.05,502.68,1779.59,1028.34,1061.65,0.0256,6.92,1,TRUE,23366,54937,1.32,0,0,0,0,22,9,6,147,89,0,0,49,815,35,265,63,0,0,107,830,63,107,0,865,0,0,0,0,171,89,0,43713,6624,0,50337,6.599184783,0.151533869,3.9,3.64,93.21
Marion Island,PB1,PB1_1A,ACE_ITRAX_16370,30.8,30.8,30.8,0.05,505.3,1784.62,1032.37,1065.56,0.0256,6.93,1,TRUE,23124,54327,1.19,17,18,0,29,12,15,9,201,115,7,0,64,1161,0,248,108,0,134,135,1099,173,65,0,931,0,0,0,0,0,163,0,42490,6250,0,48740,6.7984,0.147093434,3.91,3.82,97.83
Marion Island,PB1,PB1_1A,ACE_ITRAX_16371,30.9,30.9,30.9,0.05,509.4,1787.61,1036.63,1069.46,0.0256,6.94,1,TRUE,22608,54103,1.2,19,37,0,23,18,0,0,170,159,12,26,13,1354,89,327,137,0,0,11,1157,0,265,0,982,0,0,0,0,227,7,0,41855,6331,0,48186,6.611119886,0.151260303,3.9,3.54,90.9
Marion Island,PB1,PB1_1A,ACE_ITRAX_16372,31,31,31,0.05,510.87,1789.55,1040.83,1073.36,0.0256,6.95,1,TRUE,22705,54459,1.24,0,20,23,14,9,11,11,172,130,22,8,29,1513,49,164,138,0,0,12,1321,0,149,0,976,0,0,0,0,52,35,0,42618,6180,202,48798,6.896116505,0.145009151,3.9,1.71,43.72
Marion Island,PB1,PB1_1A,ACE_ITRAX_16373,31.1,31.1,31.1,0.05,514.47,1791.33,1044.77,1077.26,0.0256,6.93,1,TRUE,22675,54794,1.25,0,0,0,13,43,18,0,139,149,0,0,29,1590,115,188,162,0,0,37,1396,0,212,0,1073,0,0,0,15,6,0,0,42533,6318,4,48851,6.732035454,0.148543484,3.9,2.69,68.97
Marion Island,PB1,PB1_1A,ACE_ITRAX_16374,31.2,31.2,31.2,0.05,517.19,1797.42,1049.17,1081.17,0.0256,6.92,1,TRUE,22489,53778,1.28,4,0,0,26,26,19,32,151,143,36,29,50,1658,50,232,32,0,0,0,1193,9,283,0,737,9,0,0,0,94,108,0,41692,6334,24,48026,6.5822545,0.15192363,3.91,4.41,112.66
Marion Island,PB1,PB1_1A,ACE_ITRAX_16375,31.3,31.3,31.3,0.05,520.82,1803.77,1053.43,1085.07,0.0256,6.92,1,TRUE,22330,53416,1.22,0,32,21,18,22,20,11,160,86,0,16,28,1165,42,291,197,0,0,0,1171,0,213,0,838,5,0,0,24,68,66,0,41673,6393,78,48066,6.518535899,0.153408682,3.9,4.99,127.95
Marion Island,PB1,PB1_1A,ACE_ITRAX_16376,31.4,31.4,31.4,0.05,524.79,1805.9,1057.61,1088.97,0.0256,6.92,1,TRUE,22375,54183,1.09,15,0,4,12,19,23,22,146,148,0,14,9,1815,86,234,164,0,0,60,1163,0,237,0,1194,0,0,0,0,0,32,0,41963,6145,207,48108,6.828803906,0.146438529,3.9,3.05,78.21
Marion Island,PB1,PB1_1A,ACE_ITRAX_16377,31.5,31.5,31.5,0.05,526.36,1812.09,1061.91,1092.87,0.0256,6.92,1,TRUE,22631,53768,1.26,0,19,0,14,23,12,0,132,178,0,23,57,1444,111,231,159,0,0,116,1131,46,209,0,944,0,0,0,0,13,178,0,41866,5986,0,47852,6.993985967,0.142979984,3.9,3.88,99.49
Marion Island,PB1,PB1_1A,ACE_ITRAX_16378,31.6,31.6,31.6,0.05,528.79,1818.42,1066.23,1096.78,0.0256,6.93,1,TRUE,22826,54465,1.34,0,12,6,18,9,13,11,154,170,14,18,37,1522,0,257,47,0,0,103,1194,44,316,0,921,0,0,0,0,159,152,0,42289,6179,0,48468,6.8439877,0.146113647,3.91,4.38,112.02
Marion Island,PB1,PB1_1A,ACE_ITRAX_16379,31.7,31.7,31.7,0.05,532.59,1819.54,1071.13,1100.68,0.0256,6.93,1,TRUE,23085,54461,1.4,0,0,0,9,17,6,8,174,135,0,11,38,1215,19,210,160,0,0,54,853,0,0,0,1094,0,0,0,0,63,0,0,43254,6379,74,49633,6.780686628,0.14747769,3.9,2.46,63.08
Marion Island,PB1,PB1_1A,ACE_ITRAX_16380,31.8,31.8,31.8,0.05,532.88,1821.05,1075.94,1104.58,0.0256,6.92,1,TRUE,23545,55677,1.24,18,37,15,37,25,27,0,168,153,5,0,16,1262,48,259,150,0,0,60,1006,183,182,0,874,0,0,0,0,54,106,28,43644,6383,117,50027,6.837537208,0.146251489,3.9,0.9,23.08
Marion Island,PB1,PB1_1A,ACE_ITRAX_16381,31.9,31.9,31.9,0.05,532.95,1826.72,1079.4,1108.48,0.0256,6.92,1,TRUE,23034,55710,1.22,0,0,0,21,33,13,5,161,196,27,0,28,1437,96,237,87,0,0,108,1116,0,248,0,1155,9,0,0,0,92,0,0,43533,6433,47,49966,6.767138194,0.147772954,3.9,2.87,73.59
Marion Island,PB1,PB1_1A,ACE_ITRAX_16382,32,32,32,0.05,537.37,1834.08,1083.51,1112.39,0.0256,6.92,1,TRUE,23417,55793,1.31,0,7,18,25,29,11,24,156,104,15,29,19,1309,154,184,169,0,0,88,1163,0,97,0,1217,0,0,0,0,105,0,0,43712,6352,0,50064,6.881612091,0.145314788,3.91,5.89,150.64
Marion Island,PB1,PB1_1A,ACE_ITRAX_16383,32.1,32.1,32.1,0.05,538.99,1836.58,1087.27,1116.29,0.0256,6.91,1,TRUE,23472,55100,1.11,41,41,25,33,15,13,11,130,119,0,15,0,1485,51,235,215,0,45,34,920,0,331,0,717,0,0,0,0,12,44,0,43472,6280,58,49752,6.922292994,0.144460802,3.9,2.06,52.82
Marion Island,PB1,PB1_1A,ACE_ITRAX_16384,32.2,32.2,32.2,0.05,540.6,1839.08,1090.61,1120.19,0.0256,6.9,1,TRUE,23564,55911,1.37,28,0,0,0,4,27,23,185,106,0,0,62,1782,10,251,175,0,0,63,1181,0,205,100,1108,0,0,0,0,135,30,0,43499,6236,0,49735,6.975465042,0.143359617,3.9,2.06,52.69
Marion Island,PB1,PB1_1A,ACE_ITRAX_16385,32.3,32.3,32.3,0.05,542.27,1845.33,1094.67,1124.09,0.0256,6.89,1,TRUE,23715,55959,1.36,0,34,0,27,17,0,0,239,162,0,22,5,1941,163,229,71,16,0,146,1163,0,251,0,1056,0,0,0,0,76,93,0,42883,6524,6,49407,6.573114654,0.152134879,3.9,3.96,101.54
Marion Island,PB1,PB1_1A,ACE_ITRAX_16386,32.4,32.4,32.4,0.05,545.32,1849.2,1098.36,1127.99,0.0256,6.87,1,TRUE,23447,55856,1.32,51,0,28,28,29,18,16,211,171,0,28,23,2798,14,269,87,0,46,94,1299,17,266,0,864,0,0,0,0,56,128,85,41803,6497,0,48300,6.4342004,0.155419468,3.9,3.46,88.72
Marion Island,PB1,PB1_1A,ACE_ITRAX_16387,32.5,32.5,32.5,0.05,546.88,1850.65,1102.53,1131.9,0.0256,6.87,1,TRUE,23435,57871,1.27,50,50,29,27,24,35,0,184,280,0,0,32,5117,28,168,16,0,0,45,1351,0,149,0,1042,0,0,0,0,35,90,10,42102,6237,82,48339,6.75036075,0.148140231,3.91,1.51,38.49
Marion Island,PB1,PB1_1A,ACE_ITRAX_16388,32.6,32.6,32.6,0.05,549.64,1851.75,1106.71,1135.8,0.0256,6.88,1,TRUE,23173,58727,1.25,8,11,23,7,37,28,28,224,250,20,26,30,5751,121,183,78,18,26,9,1250,90,295,0,957,0,0,0,0,0,0,0,42153,6383,114,48536,6.603947987,0.151424572,3.9,1.93,49.49
Marion Island,PB1,PB1_1A,ACE_ITRAX_16389,32.7,32.7,32.7,0.05,551.84,1856.06,1111.06,1139.7,0.0256,6.88,1,TRUE,22962,57893,1.22,12,31,37,29,0,12,0,226,272,0,15,21,4612,89,253,87,0,0,146,1316,79,103,0,1029,14,0,0,0,41,68,0,41957,6651,83,48608,6.30837468,0.158519437,3.9,3.26,83.46
Marion Island,PB1,PB1_1A,ACE_ITRAX_16390,32.8,32.8,32.8,0.05,554.95,1858.79,1115.17,1143.6,0.0256,6.88,1,TRUE,22797,58371,1.28,8,12,0,25,29,0,9,242,285,21,0,45,6342,63,205,108,0,0,38,1366,9,182,0,1046,4,0,0,14,163,141,0,40954,6253,36,47207,6.549496242,0.152683499,3.9,2.92,74.87
Marion Island,PB1,PB1_1A,ACE_ITRAX_16391,32.9,32.9,32.9,0.05,556.08,1865.44,1118.91,1147.51,0.0256,6.87,1,TRUE,22796,58519,1.35,0,19,5,0,11,6,20,251,295,7,29,61,6914,14,257,167,0,0,71,1183,107,113,0,908,9,0,0,22,12,120,0,41012,6104,0,47116,6.71887287,0.148834487,3.91,3.89,99.49
Marion Island,PB1,PB1_1A,ACE_ITRAX_16392,33,33,33,0.05,561.18,1870.91,1122.18,1151.41,0.0256,6.87,1,TRUE,22700,61776,1.37,13,40,10,18,19,30,0,192,245,7,18,37,11432,43,229,153,0,0,96,1333,0,147,0,778,0,0,0,12,188,156,0,39639,6179,0,45818,6.415115715,0.155881834,3.9,5.28,135.51
Marion Island,PB1,PB1_1A,ACE_ITRAX_16393,33.1,33.1,33.1,0.05,562.66,1876.31,1126.31,1155.31,0.0256,6.88,1,TRUE,22276,57014,1.24,0,25,8,0,17,6,15,161,221,0,0,25,7448,0,251,64,0,0,37,1208,0,49,0,1141,0,0,0,0,79,0,17,39530,6010,127,45540,6.577371048,0.152036428,3.9,3.44,88.21
Marion Island,PB1,PB1_1A,ACE_ITRAX_16394,33.2,33.2,33.2,0.05,566.24,1881.94,1129.09,1159.21,0.0256,6.88,1,TRUE,22090,55580,1.26,6,20,16,12,20,11,10,196,183,0,20,21,5464,248,245,197,18,0,40,1313,40,277,0,795,0,0,0,36,12,118,11,39455,5894,9,45349,6.694095691,0.149385376,3.9,4.61,118.08
Marion Island,PB1,PB1_1A,ACE_ITRAX_16395,33.3,33.3,33.3,0.05,571.83,1890.49,1133.86,1163.12,0.0256,6.88,1,TRUE,21877,56490,1.25,0,50,0,9,9,6,8,202,257,16,14,57,6129,113,246,90,25,0,74,1239,41,248,0,911,0,0,0,0,85,37,0,39853,6058,0,45911,6.578573787,0.152008632,3.91,7.07,180.82
Marion Island,PB1,PB1_1A,ACE_ITRAX_16396,33.4,33.4,33.4,0.05,574.12,1896.74,1137.9,1167.02,0.0256,6.89,1,TRUE,22007,58941,1.31,0,31,0,0,19,26,0,224,304,6,23,16,9190,247,203,15,0,0,31,1370,0,317,0,893,18,0,0,10,92,0,0,39239,5953,0,45192,6.591466487,0.151711308,3.9,4.27,109.49
Marion Island,PB1,PB1_1A,ACE_ITRAX_16397,33.5,33.5,33.5,0.05,576.01,1901.55,1142.22,1170.92,0.0256,6.88,1,TRUE,22309,59030,1.24,8,28,0,0,14,8,0,168,198,33,29,43,9297,219,224,111,61,0,93,1401,0,339,0,840,13,0,0,0,85,0,26,39267,5752,23,45019,6.826668985,0.146484325,3.9,3.35,85.9
Marion Island,PB1,PB1_1A,ACE_ITRAX_16398,33.6,33.6,33.6,0.05,578.52,1905.81,1145.6,1174.82,0.0256,6.88,1,TRUE,22750,62627,1.4,57,37,14,27,23,16,13,188,287,0,17,15,12100,171,235,132,49,0,0,1441,0,327,0,924,7,0,0,0,81,0,0,39808,5876,41,45684,6.774676651,0.147608521,3.9,3.38,86.79
Marion Island,PB1,PB1_1A,ACE_ITRAX_16399,33.7,33.7,33.7,0.05,580.67,1908.25,1149.27,1178.73,0.0256,6.88,1,TRUE,22286,58188,1.21,28,41,0,30,18,19,0,201,304,0,23,24,6803,174,237,206,0,0,130,1456,90,373,0,923,0,0,0,0,151,105,60,40087,5956,0,46043,6.730523842,0.148576845,3.91,2.3,58.7
Marion Island,PB1,PB1_1A,ACE_ITRAX_16400,33.8,33.8,33.8,0.05,582.87,1914.82,1154.34,1182.63,0.0256,6.88,1,TRUE,22008,56689,1.26,11,22,22,5,24,12,9,248,283,0,15,42,7442,78,203,38,0,0,99,1309,49,238,0,872,0,0,0,18,0,0,0,38850,5964,70,44814,6.514084507,0.153513514,3.9,4.38,112.44
Marion Island,PB1,PB1_1A,ACE_ITRAX_16401,33.9,33.9,33.9,0.05,584.24,1922.94,1159.15,1186.53,0.0256,6.88,1,TRUE,22037,58175,1.51,0,28,0,37,32,37,32,167,304,18,33,47,8667,202,231,107,0,0,83,1239,61,272,0,855,7,14,0,18,93,0,0,38742,6048,88,44790,6.405753968,0.156109648,3.9,4.75,121.67
Marion Island,PB1,PB1_1A,ACE_ITRAX_16402,34,34,34,0.05,586.89,1929.02,1163.71,1190.43,0.0256,6.88,1,TRUE,21942,60184,1.43,0,19,0,21,21,0,24,251,366,0,18,43,9728,252,165,122,0,0,59,1463,16,366,0,973,0,0,0,17,114,0,0,39205,6152,82,45357,6.372724317,0.15691876,3.9,4.36,111.92
Marion Island,PB1,PB1_1A,ACE_ITRAX_16403,34.1,34.1,34.1,0.05,588.29,1936.72,1167.95,1194.33,0.0256,6.88,1,TRUE,22459,60058,1.38,0,29,7,16,20,31,31,225,352,31,12,54,9520,167,212,220,0,0,55,1458,0,471,0,945,0,0,0,0,0,59,0,39433,5961,108,45394,6.615165241,0.151167804,3.9,4.55,116.67
Marion Island,PB1,PB1_1A,ACE_ITRAX_16404,34.2,34.2,34.2,0.05,589.7,1943.12,1171.93,1198.24,0.0256,6.88,1,TRUE,22444,59395,1.36,0,58,21,0,5,0,0,212,367,0,9,34,9420,135,236,119,0,0,103,1477,0,135,0,1063,0,0,0,0,24,48,0,39141,5877,177,45018,6.660030628,0.15014946,3.91,3.9,99.87
Marion Island,PB1,PB1_1A,ACE_ITRAX_16405,34.3,34.3,34.3,0.05,591.49,1949.96,1175.53,1202.14,0.0256,6.88,1,TRUE,22812,61072,1.35,0,24,0,5,27,16,14,284,374,24,13,17,10423,196,212,136,0,0,151,1425,0,378,0,975,0,0,0,0,58,106,17,39387,6147,37,45534,6.407515861,0.156066723,3.9,4.32,110.64
Marion Island,PB1,PB1_1A,ACE_ITRAX_16406,34.4,34.4,34.4,0.05,594.6,1952.98,1179.52,1206.04,0.0256,6.89,1,TRUE,23211,62205,1.29,8,0,0,5,31,4,0,202,350,18,32,57,11599,140,182,93,0,0,108,1282,0,209,0,902,7,0,0,0,0,14,0,39967,6230,214,46197,6.415248796,0.1558786,3.9,3.07,78.59
Marion Island,PB1,PB1_1A,ACE_ITRAX_16407,34.5,34.5,34.5,0.05,596.37,1961.99,1184.34,1209.94,0.0256,6.88,1,TRUE,23082,59518,1.21,0,13,0,12,0,21,0,195,377,0,34,37,8686,71,152,121,0,0,6,1276,0,243,0,947,0,0,0,0,37,29,0,40431,6085,0,46516,6.644371405,0.150503327,3.9,5.39,138.21
Marion Island,PB1,PB1_1A,ACE_ITRAX_16408,34.6,34.6,34.6,0.05,597.87,1969.5,1190.21,1213.85,0.0256,6.88,1,TRUE,23087,60628,1.39,0,0,10,13,18,4,22,204,360,0,6,34,9286,29,214,140,0,0,118,1264,33,118,0,871,0,0,0,0,69,50,0,40785,6226,0,47011,6.550754899,0.152654162,3.91,4.51,115.22
Marion Island,PB1,PB1_1A,ACE_ITRAX_16409,34.7,34.7,34.7,0.05,601.16,1977.88,1193.95,1217.75,0.0256,6.89,1,TRUE,22934,59374,1.26,0,37,0,0,33,6,20,212,345,8,34,5,7520,108,225,134,0,0,219,1408,0,362,0,1005,0,0,0,0,145,16,0,40368,6183,122,46551,6.528869481,0.153165874,3.9,5.84,149.62
Marion Island,PB1,PB1_1A,ACE_ITRAX_16410,34.8,34.8,34.8,0.05,604.54,1984.51,1198.38,1221.65,0.0256,6.88,1,TRUE,23227,58751,1.36,0,0,0,0,11,0,24,245,315,10,20,59,7278,162,201,168,0,0,74,1321,59,321,0,878,0,0,0,6,30,0,0,40754,6061,64,46815,6.723972942,0.148721598,3.9,5,128.33
Marion Island,PB1,PB1_1A,ACE_ITRAX_16411,34.9,34.9,34.9,0.05,606.92,1991.87,1201.68,1225.55,0.0256,6.89,1,TRUE,23050,55970,1.35,18,28,10,12,16,14,20,281,339,5,27,23,4003,92,139,143,0,0,0,1201,0,392,0,816,0,0,0,0,89,18,0,41303,6195,10,47498,6.667150928,0.149989105,3.9,4.87,124.87
Marion Island,PB1,PB1_1A,ACE_ITRAX_16412,35,35,35,0.05,611.22,1998.82,1205.01,1229.46,0.0256,6.89,1,TRUE,23075,55749,1.22,0,5,0,10,8,17,7,224,309,8,26,68,3743,83,237,206,0,0,45,1164,0,247,0,891,14,0,0,0,50,101,0,41253,6252,0,47505,6.598368522,0.151552614,3.91,5.63,143.86
Marion Island,PB1,PB1_1A,ACE_ITRAX_16413,35.1,35.1,35.1,0.05,614.18,2004.65,1208.52,1233.14,0.0272,6.89,1,TRUE,22608,55275,1.26,18,29,14,0,30,0,10,234,344,0,21,31,3271,125,269,151,129,0,7,1231,0,373,0,1131,0,0,0,25,108,88,0,40428,6356,99,46784,6.360604154,0.15721777,3.68,4.4,119.43
